RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,BHARTIARTL.NS,ITC.NS,SBIN.NS,LT.NS,HCLTECH.NS,AXISBANK.NS,KOTAKBANK.NS,M&M.NS,MARUTI.NS,TATAMOTORS.NS,HINDUNILVR.NS,ASIANPAINT.NS,TITAN.NS,SUNPHARMA.NS,CIPLA.NS,NTPC.NS,POWERGRID.NS,TATASTEEL.NS,ULTRACEMCO.NS,JSWSTEEL.NS
1003.9205550902201,1050.5032673603314,884.6630521081822,1166.0371743476824,932.3487556684747,920.5863123715559,1183.443332846185,973.2463561691932,1099.4283210513188,987.7148439192345,957.1223717309831,905.8114088194956,1044.187426167475,1048.172457209606,1096.8358202215534,1055.4818315974314,942.0352668666942,964.9558992581548,980.2262273261185,1019.0478251282832,984.1540797208332,1027.2651434507366,1064.23140101328,952.1342352028292,1075.2317842960567
973.9195124773187,1065.4363046523881,881.7514276430064,1162.007163282366,931.4111163134677,913.2366088584645,1201.4868869788795,986.4518523602827,1060.7357616484937,1025.960788965472,945.8937084546865,882.242627468049,1037.9814456663646,1049.2333722858077,1072.6808744262967,1076.0924465338633,936.5293644699595,982.6564571503391,1006.221500757161,1017.383809498619,951.2570437017476,1033.2093101490727,1055.921237805806,956.7443482835635,1097.670676213464
981.9544263477761,1048.4050045242134,836.5754734720557,1212.394957076255,921.4390694890182,934.1140053565922,1238.4783711897583,954.9705808320078,1048.890779521515,1050.8010056012422,914.4626519315786,861.1458240397784,1031.1104927654453,1089.9446585569372,1115.2250365166053,1072.7757171345481,947.7090145131116,979.7052586716987,1003.424355357956,1002.7805388984815,1001.4977079722205,1007.1027919985225,1119.5011158804375,961.5725160128883,1110.320014309762
948.3999560953415,981.44954624838,812.847545973307,1183.3551208343238,911.4437154453941,945.0636492263421,1262.8860711183152,960.1139354932299,1041.0453768842685,1021.24113882133,912.6831422258882,884.0664806352039,1028.802184081999,1063.9444021828517,1128.3855449863754,1136.063837412066,958.9643132093022,1015.4399120350329,1024.7519966041564,1043.7926702971697,985.3744357557213,1005.5057589302936,1150.8867128563777,941.099229456152,1116.7806442727085
969.7104154499197,964.8546439829777,848.8114486261151,1147.0217999383467,933.6582363017611,943.5765794918697,1276.5376475868895,1000.4131627092452,1033.648582395197,986.3038417238268,959.386971373764,926.3252106735305,1030.5668877776543,1067.1119094062792,1124.166642638369,1178.6288145815538,984.1527821743125,1034.5762114204708,1049.7834153297742,1060.0243266710204,1040.3252291753136,1021.802231809463,1156.6587079035362,900.4584583310568,1114.8595202467666
973.1204429612003,951.7206303277429,847.5748756940693,1121.8130743468232,940.8638499880113,927.0629721907857,1291.6998080386397,1003.2080840779147,1015.064244284643,957.0494633041196,960.090515718603,916.6981140540927,1015.0353426221692,1039.6789458788721,1081.8161297746262,1216.0160436651254,1019.5442735223512,1036.649719809127,1012.6864723936841,1049.2972173417877,1088.927414401712,987.2012098468675,1154.3930133094077,934.6862184074174,1160.2303010382102
967.0829421766447,953.6935383507943,840.4468770858635,1091.5473331638111,911.1094405046872,908.7532597032014,1276.0036815067222,989.513392615747,979.1389816650906,942.5028890112275,925.7482559641898,897.1734460113986,1030.1967992232674,1060.9170007690184,1085.868962516252,1223.7685087172374,1036.4618909889625,1069.5310011463744,1003.0369490955665,1070.1472065285218,1126.991044673761,1036.53163151421,1143.6363487620733,898.0415677069215,1162.4320171589156
969.1918837976001,970.3981242331378,847.7577968538723,1090.0769293488188,895.0470538722931,932.188984515714,1305.3116391011254,972.7506276654542,965.6408761135758,939.9206732090901,923.6157114548215,885.1096287198363,1057.0343704108004,1056.869303003777,1071.0623522771211,1251.4633293960594,1052.4809135449923,1099.9129600188799,979.5572859930904,1059.8331795958863,1099.43925032808,1087.6583756733173,1120.9012644655236,925.3881297488637,1129.1992286142483
980.5178522179617,983.1884011438048,842.7753871258187,1109.11395305274,878.6257792844302,897.1063647876471,1262.9749768179624,951.9030938403815,977.5046166067378,938.5286689499426,910.4086685805485,883.0064202562955,1068.027308186006,1059.4796542874838,1064.857073502541,1244.350782549743,1067.0848925309806,1077.9363875607792,967.1187612716502,1081.9527049359153,1116.7589682185485,1039.590818507732,1124.7383100557145,934.8041830050629,1142.5485149121666
961.1440283272391,978.2224061782723,849.411399308806,1092.0330571494535,881.640377714214,904.1190558503737,1281.0533345916292,941.3527933794215,967.767421240565,931.1837524259579,920.8318962493795,909.4292720712173,1120.1489029066627,1106.79425007484,1104.6234200145077,1287.1837469295476,1075.9844088668915,1067.0380882447569,970.6026167213323,1100.407768459904,1076.6412969618427,1062.7815268641396,1153.6908368223667,899.1348722622809,1128.5762867713258
965.3422112087364,1024.9894896568562,851.0743696911145,1132.3369364582722,876.3501169167835,931.7071851198434,1287.119727367727,930.3139828618534,946.6252560399209,943.0759786651281,920.1401607102849,897.3072648428129,1131.7140760964508,1079.811482779414,1094.3890660399636,1284.2071082891493,1127.523360587038,1089.494985335524,956.9113564630346,1056.4109646500858,1113.801977454488,1066.293141600217,1157.6460928462966,857.9054066260125,1150.4055030263764
957.479073727199,1031.3092463304693,843.5156746905801,1137.4317906545919,875.1602894795216,947.7352917969689,1298.1488273319494,935.5506307733519,944.2223144855901,945.4093880917115,904.2954957225664,901.6935497087281,1137.7595648643828,1085.3557477695472,1103.0830866501635,1258.4291466876475,1122.3338838192726,1053.0497102209201,945.2490412907589,1069.2136967058282,1101.92664619263,1095.9984307115665,1113.2606072474305,813.931054959785,1131.4642674427591
971.9687930357795,1022.049115283635,880.6885083012073,1123.4906054186122,920.8583461660797,933.4752302996654,1279.9908335465925,970.4869654143862,971.0668448923559,938.4490031101974,919.0783688507919,917.9632068342238,1134.3551580913029,1083.2615518601626,1096.9024507921365,1233.912220860009,1124.1103730292057,1041.6805602482955,959.3851914137399,1078.6889228784976,1057.8183619133613,1061.0938209165324,1064.3403003670562,798.2297077444608,1105.0245624932552
960.8870251304415,1027.0364096871333,882.430449116235,1122.2687875359761,924.5222011761125,925.57381799061,1266.391820930687,971.2575399358309,956.4004440108398,926.9799404013992,926.9712868344247,912.2293342495955,1145.7455182435103,1059.792118493918,1111.6082399430356,1222.9708156240383,1095.555192361067,991.5835502434186,921.56126978815,1043.4777117899284,1059.7859496713238,1074.5684947853742,1064.814553417984,794.7466123435693,1136.4367835283438
980.349888180023,1014.9422552847825,888.8193282897423,1127.9558376727357,940.1350310462849,904.6407228541758,1297.019370109455,982.419814681154,978.5776476010562,916.7865059440239,944.6911222170794,916.6409333464086,1180.0564583597197,1072.5064443739154,1131.7372199189572,1223.7009172785095,1129.1559207822604,990.789444618664,963.981542919608,1071.544751496662,1062.5827765577837,1111.4623115107936,1084.105194777633,798.4762658282449,1124.1357776790603
949.8820771724298,998.272036217088,875.6654878807972,1114.866477143499,962.6070346134204,901.3025413223281,1229.3248168978168,966.2390854600928,951.2314202411825,885.9389799991433,929.2599423182437,912.6488692759918,1180.669362117673,1041.3795220846755,1114.122745537954,1152.4317173023312,1092.0526847359458,929.3210529690606,969.3223054850889,1088.4493533915968,1062.4285219417202,1117.0248741223168,1087.6594606995852,821.8974099488138,1133.5610903094114
955.2495959605317,1027.473156079989,851.4475629796466,1129.2391656521454,934.0053619672495,919.7473569203778,1260.5561381246953,938.3680985028843,1004.382276392094,881.7815168352216,923.2166102828385,904.8923559164399,1194.5544504838012,1002.6779124678294,1079.6341573778354,1209.0761898897638,1106.8203352418068,971.6425058859343,985.2687976067684,1112.1954718517748,1065.719826092219,1128.8215324317798,1065.9233159721093,813.0878758085324,1130.2197504508547
988.4272222355222,1035.4834944886093,847.2352175135136,1149.9932290626152,911.0639656345365,919.876366376185,1227.8050250690046,926.1366353178464,1018.1787129850518,897.2425142485076,911.4749246033388,906.286947287433,1175.346527354117,965.6951559935457,1030.162960123317,1208.116777579316,1073.4573666701933,928.5153559911097,980.1882514810937,1125.177110091554,1104.5764456853487,1093.4584801952335,1031.817614566303,816.4214084972192,1157.2346253654514
993.3344416285535,1047.3436577401174,860.654974376653,1126.1181540176892,907.1240558000513,924.8437656161233,1229.312486641816,929.9479056483448,1016.7778919925212,908.9515543423408,931.1988036195467,923.9814028816617,1190.8065101705592,942.7445162938769,1065.957664999736,1228.037741067265,1091.4646731266755,931.516823373383,984.3477280297077,1130.814135302211,1118.72090546797,1089.5485470297456,1085.833212052775,811.8400372966026,1186.0379225101779
1002.5428363276105,1063.9186371750627,867.004640460408,1112.881773917001,927.7730257624324,916.8231055377879,1237.8726944062987,939.2068872740025,1023.8983716538204,907.5900308166865,937.1316173324926,916.649912453471,1126.4285396933278,929.6998563119818,1074.9059400739757,1200.9388925666597,1078.244813688239,938.3206675529118,1008.0994456651089,1135.8577122058007,1147.3016508852882,1074.4228867541158,1068.9856497862127,777.0776151385172,1167.5019534242397
1039.330862205806,1064.9310642769778,884.186538457906,1148.499469271088,963.7997447116002,955.5213758031147,1215.0524513375756,967.8895546380039,1038.1453670901942,915.2050185131164,961.3359271051385,930.7792959490878,1091.9873984879548,901.1967046674504,1069.1880012130866,1169.0487871049806,1074.572938924146,914.8856793462252,1001.7272307133438,1139.322240312564,1230.54665330088,1098.108425615881,1064.3462341431884,761.2467583488371,1139.393760586129
1058.9251807627336,1093.8332085705242,919.9215830520371,1177.4284806330943,998.4724779979666,971.6630974189933,1199.5677429334783,971.3007466955503,1047.6231812557262,932.0061170756744,954.1805359010289,943.6519473652415,1124.6487415540741,917.5534475852893,1081.2651996447214,1166.2347509237409,1051.9404352226554,906.8449369158943,994.056306649241,1108.1665094546036,1194.2929520436078,1104.4374440333925,1071.3170792126853,797.2239366074009,1116.8001966193258
1023.9293893288727,1089.951951174512,882.1191217588156,1167.6030296922586,975.1760796970802,978.7718826415661,1192.160055914538,937.0273827852291,1022.1364129185919,937.1156507310485,942.5526132233073,907.135051784398,1093.242096092753,940.0648632398509,1069.6372058847733,1139.688424556404,1041.951713445957,880.2727522141377,986.7170221880975,1086.3598484908846,1215.8732641297574,1098.9759381692131,1077.637874382522,786.5064148878301,1107.8972140050273
1020.2045475684533,1103.5529083899676,882.3121538356636,1159.2189653697344,959.6307828254752,997.3771645866661,1172.9954079005236,899.3417562352346,1010.030434930509,928.0622049345236,930.8618528876566,895.3870991704564,1042.0113986306535,911.292710471082,1079.1585926700006,1163.2789104485164,1036.197662809433,943.5053668074809,1004.9896964653001,1111.0824020771074,1221.1908301721853,1152.8478702587852,1074.457492545553,793.6903265878868,1085.949135591109
1011.8326124069575,1134.683997406792,882.1513671268303,1195.4010463948525,964.9008992222475,996.0737490483278,1134.5388416274138,908.3544594970549,999.447596425305,919.9476075250119,917.8361923058935,897.058655692481,1052.732343231751,888.2741681470602,1065.5606384520809,1126.6090395439287,1012.7794957116748,929.6151686875435,1024.802872490821,1135.73642587869,1223.731438089607,1156.6323862990087,1044.9291364866247,793.8149781955821,1091.904918094622
1055.1471387270228,1125.1235971456733,887.2424811086379,1201.727657551293,940.534770393675,1051.6599987564573,1133.9118844410839,900.1620354787309,1014.6834863869993,917.4436121475842,897.3509357805813,901.5565495380042,1072.6050711168718,890.1462484026391,1073.6898591636516,1154.3788646076414,1004.9316361485336,924.9082760318843,1002.4159060678749,1129.1774405387805,1243.0450155654692,1119.8878475157476,1010.7104951620134,781.9595691830627,1051.8621219794363
1051.4823006347451,1096.2993093871548,911.6154180206443,1190.6600735457919,992.7830775203636,1034.4284888305017,1150.3803546644886,936.3890578397646,1012.8725422890258,887.8102344045707,916.4423445641551,941.269542872953,1068.28506305683,849.3447796217481,1050.5838384174667,1127.079433409363,994.8248533203521,920.7291544844263,1008.1203249358842,1177.454390613046,1267.3569085117806,1140.4290547216121,974.1004004751226,766.9111945423102,1001.6514374526048
1019.6265413840048,1074.212152154393,881.5178148525546,1155.6378472729837,974.4669028347233,1007.7132830885,1132.5637398564177,912.0446316857617,992.1609300644137,865.9394481841854,861.0963788446061,921.9660363917774,1090.4456541036807,817.3717211941075,1027.5515258315863,1129.5201103781503,981.437313810103,878.2280929296784,1030.8288682125133,1222.6271326810502,1218.4709040275595,1172.1447010667684,939.5601865038012,756.6785495671437,989.0742028519633
1025.8963500951093,1129.337878445113,893.8299592271771,1176.3715081293753,986.7994670187096,1005.2606814124551,1171.085865113553,917.7232968348175,1008.2861691473596,901.8192925403013,842.3416329350883,926.3793224068178,1071.5724299851609,853.0413415831819,1019.330310683405,1190.6904165935664,992.4737933103287,885.4451408976494,1038.834702829161,1209.0929471543025,1225.3187210099593,1161.014596689912,967.7460818673478,745.427192137877,1018.9887408404534
1067.4059897717864,1180.5289527143304,911.9943408264486,1216.3880743874138,951.2754076837074,1046.4914781897382,1208.45685265184,903.9115561821189,1023.5257964449137,925.5377841988177,832.9755917500382,926.2808232828106,1064.328883810764,864.3388000641952,997.052546646302,1209.496300952431,1041.8666265576187,870.3814166187929,975.3148583345111,1201.597736069116,1220.51886580128,1143.9535215130188,962.0126919721454,742.2838497947653,1044.6165042511552
1062.3839715282922,1187.3462385486669,898.9051299989087,1182.3692199127331,927.1338017864759,1071.817452561857,1247.0608541363679,876.3653463862959,997.7000943005697,925.2160894791306,799.8503275303779,880.9665125936465,1090.8615762690636,857.4186224056933,1016.0318388366785,1222.0949595201794,1054.600208563565,868.1551126775261,929.1764033842712,1189.4210858508238,1188.551084387958,1121.7017006271042,996.551702179498,721.3462266181133,1037.7677742151814
1057.3377109230296,1166.5113460451835,885.6980829244621,1160.18680712016,911.1740630215144,1089.3697646229843,1239.8019702662655,872.9673922364958,987.6623083499355,928.2818347098734,784.8730158991203,862.9659999614444,1105.3498169456975,858.5014312481806,1032.0303193008606,1196.0537783013663,1025.045611303702,849.8276806513071,899.3233612153812,1189.3345369802494,1178.7605796938703,1206.420363792067,1009.2688958329046,766.6283688707646,1064.9269720897132
1049.2133189529534,1189.3303248212371,889.5702270976877,1198.236927253434,921.9701934742972,1098.789425411469,1242.9324044966327,867.4039755942741,996.8933139068803,949.0365868753562,787.3442978431466,905.1211787166047,1106.9844337033499,857.5717488030123,1010.3142161816847,1164.35376887895,1056.0705786727203,861.3632574941374,902.7530796377882,1147.2117795232236,1167.4368979413773,1241.7398862959474,1006.0462650286225,775.3831896573063,1127.266853373623
1044.7069865927606,1189.9952227109336,900.0585386919876,1156.2120316328933,930.2885871408861,1134.8845551402285,1210.3205846402407,862.1184499538726,971.4685470086613,982.7546682532436,775.0083385113262,912.0189455174689,1113.6349902852878,855.8545302203598,986.7398330716965,1198.8386890026657,1037.1878545575682,851.0502386276995,898.4682725035166,1213.600808862577,1180.1155637680124,1263.1177298693265,951.1376884821279,746.0020378449133,1091.4962102461589
1094.7402238179893,1215.1493283555858,945.8196521860101,1199.6513074331317,941.8779572870443,1140.6384191189488,1228.2772826212884,875.8119775884824,985.0057055349131,974.7875330720896,787.2648944110498,918.5763558313568,1106.9908353640712,815.2514355861431,969.7633809857622,1247.0046397759547,1019.3324177732901,876.806827115175,926.2197193099994,1195.66563104835,1167.7570629024647,1283.6249553163495,970.5403456469417,741.1034178040078,1088.205934206112
1076.8517865828123,1229.4152806522488,972.8636432707552,1187.0038732048174,944.9072837035475,1137.7840048247804,1206.509370954122,889.4879517568583,928.9130004781284,973.2347297803735,819.7826412847578,951.4520574013516,1082.2132096745852,813.2330730892435,959.6329060863135,1249.9955394223414,982.586867698759,857.4471348885786,905.9256291847976,1194.359910052281,1196.3987330648238,1283.482671341132,955.568762523942,766.8501381187558,1068.4520430229409
1039.4315520200728,1234.1791825189905,965.8909986817232,1176.615990705901,947.6891847781038,1151.1687338728755,1241.2928159500805,882.5481492161324,861.9442704205163,961.897948276286,821.6613473561213,944.1687301754131,1032.04972502888,796.2215595542546,924.6331953653424,1239.959321092744,973.4654387213922,862.6640565988772,896.0064224888961,1203.113201130994,1201.8414211758436,1266.5936257153003,948.5476323324849,750.3184088638769,1070.90085334995
1060.122133532111,1242.2031355659924,973.1245671793461,1216.6757214997426,942.169279867866,1148.3686848288903,1215.483063719146,871.0991059699386,895.3001970930421,990.8152947156485,821.2947105062742,957.4273849587596,1017.5990378843046,785.4209968500127,894.2634031595978,1230.5412861904779,947.2765775041805,850.6387072423623,862.1818565067547,1181.7309997388206,1172.8187080757823,1311.52880060648,894.2779512049617,762.149667842408,1041.6773592822028
1071.5960160929762,1225.6183213844665,969.3782370786076,1218.216573793931,941.052862220125,1205.2618725127315,1213.1052097973836,882.5707072640772,902.3895574085477,1011.2502647634674,812.8306271132138,991.1174475309089,992.3724761766493,760.2292360788732,882.7684622312408,1175.7855538407962,960.0528573143882,857.8464809169105,873.1319914893708,1199.1872241424453,1182.6547405582492,1314.5855431925943,917.3942529960572,777.5016085381959,1070.6188635777269
1065.2854766150194,1187.0708672887624,953.7191164049465,1206.4685366486424,925.1220572654885,1197.9400915974193,1169.458455649472,868.5937403628061,902.8635026908328,964.4866447532187,796.2877019629634,986.5017475471035,973.2196366474649,766.1900224318356,917.2318393862023,1159.9243897027156,937.3141190082699,816.4010114369355,909.2625732726723,1231.4610301211876,1185.1736151289513,1247.6425056218757,916.6381164601495,762.0314908119163,1036.9314024439893
1079.9701060380737,1219.8200625065704,961.2644445132524,1212.0218639405725,912.1221411181026,1189.455821923546,1162.6542971308068,841.4300167339318,896.514201920183,982.6823368238377,786.2309344894463,992.1775159511168,990.4865093651051,756.5568498612421,923.6543669246771,1155.8282442418156,937.5822143562451,808.3552386052099,914.4803624338965,1247.3040371087727,1211.3492916382993,1281.4701546952197,945.5943948532523,756.0739028262574,1061.009443649688
1088.7393939129083,1247.6994591685072,936.1800406572253,1196.2436189187763,909.0909076156512,1213.7608715515316,1184.870850947272,792.40865546809,907.249043476353,963.3021305416246,742.8056497970119,936.9856412625049,961.0670306689493,758.2152007534557,893.3422039986377,1159.7577061349557,959.583041651584,819.7060534760788,935.3584019030004,1253.358962050342,1230.3696811945397,1214.371463226488,919.2552118438667,752.0419660271273,1023.0450051576654
1049.913468814569,1281.278234379108,900.3878645877852,1217.7541600555357,897.6626364619958,1231.3141334414722,1184.0669942232128,772.9649242956048,916.0540440289252,992.2933774754083,730.571063260951,941.8816643610239,974.7421584277156,754.3512345657214,918.6016925071923,1245.4278669880925,967.3645304603833,854.3573605528735,968.3473333630305,1301.4938519266202,1254.734395392904,1224.082853912146,977.4939947676882,764.949402846529,1071.8410088371547
1072.0322916001273,1319.2431315460617,919.636922784923,1202.0604263472248,883.7172589838717,1226.010393691268,1168.0468881111644,784.7350927545476,920.0487516161903,1007.348303567026,752.5763536124509,972.5974657776286,962.1112401932488,726.2914472006571,896.2728669619648,1245.7573429534277,964.8464428941086,845.8637978047387,950.4368964970319,1284.6946526381057,1328.2012537164997,1254.4300214129285,972.0629708068471,754.075817783608,1078.6330215878359
1119.948276945262,1336.9175777889832,951.3421364006175,1202.9679045385576,906.3590324826828,1227.6003396796095,1151.3432088213638,821.2708464289061,982.5191412777081,1017.9363195115776,761.2057969199235,974.2688584069683,942.3425163711858,722.6731209240783,918.8296017557519,1291.9077280299912,990.0981527677726,829.780683950255,927.065156208105,1250.1995313595958,1354.9424181172603,1300.3724361191378,1023.860504977695,760.6470345860713,1087.5890185057804
1107.721014244725,1314.0779311529918,969.7003362939902,1158.5727446128203,934.9795300161782,1292.3889642425713,1180.1924624976307,835.6127354901006,963.8198327908095,995.4947533809228,784.3026315698269,996.5870757315737,966.4303929716593,725.3450766578849,906.8244410182157,1295.8866704005063,1000.0458285352414,806.4578295875482,959.4260085546438,1223.5303101097911,1353.7776744591276,1266.4013364176487,1016.4350313919981,740.0499201949586,1083.8747822129292
1076.402702018894,1309.3961764137207,935.7732488171931,1149.9836743800322,884.5133077875196,1256.2340885835467,1175.53047544979,806.7451491281727,931.4548629595008,937.1882922728107,754.8211744878996,972.988472566259,995.1488396746305,749.5482284051232,919.2977791650836,1245.2750352473367,981.066092747101,766.1697081817704,956.5940251576768,1186.1737832467531,1323.8348560254822,1265.7562092300334,965.8455780453229,744.1281085074075,1066.7141380384824
1048.6621572470747,1341.1440872716523,932.8094029145484,1158.3462445796436,859.6612291649427,1244.3806714174716,1169.454749755325,791.6495660419996,906.3550443077451,934.4033735481119,737.0273742435807,960.2449678037384,940.5834259000709,725.6105127246925,894.2563939928738,1256.9255460711258,998.0044989630992,783.9551998221862,918.1478848699328,1198.6258136035242,1303.6270496826264,1279.562574910222,938.0857948891527,757.983399165785,1042.6585011076002
1063.0559295860282,1315.2485359081948,947.0090064338144,1125.7818523875471,854.2021981725403,1269.6812872215148,1154.4324079803266,805.197297936981,905.1170228104841,924.8118794865646,743.4443557660842,959.9540351087198,957.3673961168906,733.1472476994124,895.5241828705127,1229.469378681226,1008.2280619464397,793.8918687275151,921.4727036424226,1224.6601732561164,1287.83242055071,1256.444679117123,934.0903299473306,738.9439523861081,1036.4063939888995
1104.1020216799438,1325.111041442803,1014.5530572637124,1088.3856862929251,866.1076697842091,1337.3947850911418,1122.8557178464484,837.2514407332399,904.3771531781317,918.0734441908885,762.0987756046532,1001.1100720302076,1012.8310366212153,759.6569511182531,921.5625049263922,1242.199877104905,982.9856252358862,824.3930576229275,912.3541442119962,1224.2051164725638,1285.626420658134,1269.7408703468836,926.500666094061,747.8084943860038,1029.1889624981463
1118.2759747518965,1360.341513606914,1042.383334177297,1082.8292114877695,889.4080821662162,1270.302314755488,1103.175297101818,839.7029753036842,881.4822579747707,933.1920029401726,776.823527297715,1003.1758935338529,988.4783368188045,754.2759096867691,897.6490490727928,1230.0591338535078,957.6986694384378,810.6322060305869,915.7527290111517,1175.1918747995846,1329.5344505836465,1264.0970331610667,906.2928387862082,756.1629724988454,1014.8586694904557
1152.6284844997583,1320.492035999644,1026.2356501717295,1086.3118449156086,907.1476731303839,1239.6253295928418,1112.9403097260786,846.2804422656521,933.4264427644292,946.4496753673691,771.277362523462,1029.0856028167382,1014.771553998908,748.5872528401705,921.2333789592896,1244.7765774767363,950.9004621462377,816.0413490334194,922.4006575570108,1200.4169278320628,1358.1881137464018,1291.6302014199196,889.0424168732001,773.0301711864963,1012.221019591667
1148.22256802986,1303.1279398612196,1028.3410482172526,1090.3480282007106,919.5277851367994,1253.3312024275203,1109.8781524798926,842.5904669181004,943.9066633870665,940.1031298390335,779.6411273270684,1075.6282536745525,996.2389199824263,748.5039175996607,907.3875483676344,1183.3860649522453,931.2562120211013,786.7551813708052,924.34586222624,1229.244316975196,1336.4666692344706,1271.7001151875506,861.4553123015554,741.4512689329894,987.0716779700911
1174.5499847059,1292.9717825225775,1029.9081920488718,1085.6131001827505,924.1009177678716,1233.5423499935457,1116.2566827183612,854.464020632005,998.7363831863814,950.188687134619,794.1383135093816,1108.8122564165142,1034.4465652976712,758.3956495611409,919.6826753234017,1204.3097897374723,925.121885793048,806.5979276190393,916.9914634546811,1191.5803563719967,1354.3419966679112,1240.6869766913587,883.3843622945762,755.3051868446436,1013.4460444844336
1191.0483340679211,1231.4328441978441,1014.7121270138772,1054.7242764496782,926.3560827226213,1232.45596004853,1101.602041801893,838.5121314414386,1016.8937836431974,952.395085042997,796.1791078442914,1104.3850576023647,1047.2384270766513,787.4618892345052,964.8928410594441,1257.3560609527756,933.7184445202346,798.7397445156037,882.0145314064596,1151.4157480619954,1365.685680547181,1299.484358531366,909.4106070333743,753.5065199823658,1015.0432439004858
